"id","name","country","legalForm","status","address","agentRepresentation","alephUrl","authoredAssessments","ownershipOwner","bankAccounts","bvdId","callsMade","callsReceived","classification","agencyClient","contractAwardSupplier","contractAuthority","mainCountry","courtCase","debtCreditor","economicActivityDeclarant","economicActivityHolder","dunsCode","debtDebtor","description","directorshipOrganization","directorshipDirector","dissolutionDate","mentionedBy","documentedBy","email","emailsReceived","emailsSent","eventsInvolved","economicActivitySender","economicActivityReceiver","icijId","idNumber","innCode","incorporationDate","indexText","jurisdiction","keywords","unknownLinkFrom","unknownLinkTo","membershipOrganization","membershipMember","messagesReceived","messagesSent","modifiedAt","notes","okpoCode","opencorporatesUrl","eventsOrganized","alias","parent","passport","paymentPayer","paymentBeneficiary","phone","predecessors","previousName","program","publisher","publisherUrl","registrationNumber","retrievedAt","swiftBic","sameAs","sanctionEntity","sector","proof","sourceUrl","subsidiaries","successors","summary","taxNumber","taxRolls","taxStatus","topics","userAccounts","vatCode","operatedVehicles","ownedVehicles","weakAlias","website","wikidataId","wikipediaUrl"
"1efeeecd528a537462db86df027696cec25a9260","Weinviertel Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2011339b8507da4d26eaaa85548ace719ff98947","Volkshilfe Wilhelmsburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"204c33c549422f01b58a631d251304e99adc21b3","Verein ""Rettet das Kind"", Landesverband Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.rdk-wien.at/","",""
"207cd023df1df391ddc2537c45b03f3e30d70223","Selbstlaut - Fachstelle gegen sexualisierte Gewalt an Kindern und Jugendlichen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"208f896767c4c3389d40a4b53931a110b19e43f7","Land & Forst Betriebe Kärnten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20d6570dbe34844549aa071695ae4f72301adb19","Freunde der Wilhelmsburger Keramik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://geschirr-museum.at/cms/freundeverein","",""
"20e6cb1fe57e972810898c2f2105ef365252caf6","Initiativgruppe Alpbach Wien, kurz IG Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.ig-wien.at/","",""
"20f20f5a92a058ccda97469540bd367175c002c6","Internationales Institut für Jugendliteratur und Leseforschung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.jugendliteratur.net/","",""
"20faf190fdb628c5a2a0963d60c9cf5ac93c5964","Rückenwind - Förderungs- und Revisionsverband gemeinwohlorientierter Genossenschaften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://rueckenwind.coop/","",""
"210767399ccbb8d2c5d9b0756cce20bc82a13011","Verein der Freunde der Büchereien Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21091caf9b59c5db12ea3f8962c9ff63dd20cd17","Moosburger Kultursommer (VMK)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"211854a710fcf754ee03481b4b53e2c7a1f9ef0f","Mühlviertel Marketing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://made-in-muehlviertel.at/","",""
"212c380fe9cc9f236f1aa6dc1fc1a1799f018191","Katholische österreichische Studentenverbindung im TMV Teutonia 1876","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.tti1876.at/","",""
"21818ccddc52dd660d61969ba4ca1585e1addc73","Österreichisches Institut für Menschenrechte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.menschenrechte.ac.at/","",""
"220b553ea69bbd47111c799e722498f06fb93f6c","Tourismusverband Ysper - Weitental","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2241833e943d529d1a0ee97703518d42cc3a0780","Verein ""Marke Schilcherland""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"225c93489d36f1feb06d5ddef4808e9680471979","Verein zur Förderung von Wissenschaft und Forschung in den neuen Wiener Universitätskliniken am Allgemeinen Krankenhaus der STADT WIEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"228bbb97e90e02829d8f525c2cb6158449482c95","HILFSWERK INTERNATIONAL (HWI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.hilfswerk.at/international/","",""
"22a239cefb1ec15d8690734fb017069c9e784140","Vereinigung der Freunde der Waldheim-Stiftung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22c098df5db74acc691b400bd203f222b36b5039","Verein zur Förderung der Stadtbelebung der Stadtgemeinde Neumarkt kurz: Stadtverein Neumarkt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22de0390fd781f1c106f8134f269c23268d66810","LEADER Lebens.Wert.Pongau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://leader.pongau.org/","",""
"22fffa21722b92164569336f43944bd369e80a87","Österreichischer Mieter- und Wohnungseigentümerbund, Landesgruppe Wien, abgekürzt ""ÖMB-Wien""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.mieterbund.at/","",""
"230db959d0af94aee41ce1362658dfb0d7fe4cc5","Special Olympics Österreich, Behindertensportverein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.specialolympics.at/","",""
"237d8e2819df96d0cb5e23130b31394bc8b94e67","Österreichischer Pennäler Ring - ÖPR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.oepr.at/","",""
"239acf06475eac11714d7735842a436b6633d52a","Schlaraffia Castrum Brigantium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://castrumbrigantium.at/","",""
"23a2ab312dd81ca8e2c902f22f8c7afa5404dd77","Regio L - REGIONALMANAGEMENT BEZIRK LANDECK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.regiol.at/","",""
"23a6b8e41df7c72f7eb364c21fe5454aa87808ea","Klub der Motorradfreunde Helmuth Josseck","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.motorradfreunde-josseck.at/","",""
"23e39c84e3ece222766f759f6815f450dc2549a6","Verein zur Förderung des Steirischen Vulkanlandes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240d37b9ccdcb8301975da7bb8cb752e28f1e263","Kärntner Kinderrettungswerk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.hilfswerk.at/kaernten/spenden-und-helfen/kinderrettungswerk/","",""
"240f6cab2be7748996e88710bcd72a3469f0f689","HÖHERE TECHNISCHE AUSBILDUNG PONGAU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2423e0ac1bf74de27f085818519aff69eedcbd11","SPORTVEREIN ASKÖ RAIKA MOOSBURG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2486664e24786fea039a916fe76c47f914714af2","SC MILS 05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.geomix.at/verein/sc-mils-05/","",""
"24b3d7b64d95bc90694c875c754799d4c24528eb","Museumsverein des Bezirkes Reutte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.museum-reutte.at/","",""
"24c624145837862396deca52f8c3eb6ee008eac7","Österreichische Vereinigung für Agrar-, Lebens- und Umweltwissenschaftliche Forschung mit der Kurzbezeichnung ""ÖVAF"" (Austrian Association for Agricultural and Environmental Research - AAER)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.bioeconomy-austria.at/","",""
"2512459ca97b5014c04ed0b10d2dc8d97c8e29d3","PUK - Plattform für Unterricht und Kultur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.schulgarten.at/","",""
"251f1a5ba31eceb5cf6a80f54999fea2060e4193","Kinderbetreuung - KIDS CARE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.kinderfreunde.at/Bundeslaender/Niederoesterreich/Kidscare/Tagesmuetter/Tagesmuetter","",""
"2529f7a649ac88799af725b758e15aeaed4be409","Lions Club Wels Leonessa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://wels-leonessa.lions.at/de/","",""
"254cf4ce2657f6ea457fcad0dd6f6ef42c84d530","Museumsverein Floridsdorf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257759b7f927f8b4944d05dff33e74d800f16722","Männergesangsverein Oberweißburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.mgv-oberweissburg.at/","",""
"259186783e5a0cc2848ba0853c2b96ea96219240","Radwege Osttirol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25def6a2aa3aa8f3c7f56e7eecb48415ba5a059e","Österreichische Gesellschaft für Außenpolitik und die Vereinten Nationen, Foreign Policy and United Nations Association of Austria, kurz UNA-AUSTRIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.oegavn.org/","",""
"25e0b6dd4c08e7f3ba57a1c61f00c3ffccf0f39f","Tourismusverband Östliches Weinviertel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25ea6b8bf357b8622d4b87ba23a186a2ef1d215b","Österreichisch-Marokkanische Gesellschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.saar.at/","",""
"25f35b9457a4e6874999465e867337d6a4088c9a","Maschinenring Tirol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.maschinenring.at/tirol","",""
"25f7593e3905fa22deea84bde3e0c01abccec952","Österreichischer Mieterschutzring Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.mieterschutzring.at/","",""
"26015081fd0bc94f1784abacbc2519009d828961","Viva La Vulva - das feminine Forum für Feminismus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.vivalavulva.at/","",""
"263d29aa2fc31d5de1e94920acc9bcef73cbd884","Naturraum Isel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263f5a2db8ac9ccd2ff4fab3c3987b8349a6ea35","Steirischer Zivilschutzverband","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.zivilschutz.steiermark.at/","",""
"2646d7d149f7738b249627b550ab7bf57a138be9","REMISE - Verein zum Betrieb der Remise in Bludenz im Rahmen kultureller Nutzungskonzepte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"264ad77857ab0773a7b5831106d42aeeb6695db7","Regionalmanagement Bezirk Liezen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.rml.at/leader","",""
"265fd1fd77da16d706a00e7e8bd2e47fe2909944","Akademische Burschenschaft Olympia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://olympia.burschenschaft.at/","",""
"26ce6e130a4135d4006449a7d77b0621e81870d0","Sportwelt Donaustadt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26fd5ab17547ba244609f5e753a309654e1c4d6d","REBLAUS - Bummelzug","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.reblausexpress.at/","",""
"27348aa13dec9c0abaff59f0c2c751913643a591","Österreichische Gesellschaft für Politische Bildung (ÖGPB)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.politischebildung.at/","",""
"27dac9725941f8004ce2b93c17f05b2c21b668c3","Oberösterreichische Seniorenhilfe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27df3eef276317cb0e2a157be0e820b2bfe12a5d","Freundeskreis Alpbach - Verein ehemaliger Teilnehmer_innen des Europäischen Forum Alpbachs, kurz: Freundeskreis Alpbach","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://freundeskreisalpbach.at/","",""
"27e7d489ec6f8e65c68cfcc8d53c752992eb0b3c","Verein der Vorsorge der Österreichischen Gemeindebediensteten und Bediensteten in Betrieben und nahestehenden Einrichtungen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280741bfdd04895bd522f18c733d05f80345e862","Österreichisches Institut für Wirtschaftsforschung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.wifo.ac.at/","",""
"280799ac35d6c54e0d637f19bcbf0c2b2d42a4f4","Schule und Landwirtschaft - Bäuerliche Schulinformation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28186838537977ac706fb77c390a28086939e400","Plattform Erneuerbare Kraftstoffe (PEK)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2828eef063b2bbfbdf91c462cc2e5814d07f1364","Natur aus Osttirol - Verein zur Stärkung der Lebensgrundlagen und Steigerung der Wertschöpfung in Osttirol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2839ddafbccf66b1e00de1833bf560eb8499bfa4","Schutzgemeinschaft österreichische Wirtshauskultur - Verein zur Erhaltung der österreichischen Wirtshauskultur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.soew.net/","",""
"284fc0053aea579606505bb63e488ffab276463a","Österreichische Gesellschaft für Strafrecht und Kriminologie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.oegsk.at/","",""
"28ee80bc6810390b253861780ee9c82635c7c48c","Glantaler Sportclub Blau - Gelb Liebenfels - Zweigverein Tennis kurz GSC Liebenfels - Zweigverein Tennis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.gsc-tennis.at/","",""
"28f8e4dfbdc45d076e4b78e3511091e3ee3ad6c8","Wiener Neustädter Vereinsakademie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2900ee4facd3ec947d10c152f604f2e831694983","Volkshilfe STADT AMSTETTEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"290de1a7ba60b78266ae184a93a28e6197fdd97f","TOURISMUSSCHULEN VILLA BLANKA INNSBRUCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.villablanka.com/","",""
"29268108c3f19ad570ede90dee2ae5ad67ddd46b","45plus - Institut für Generationenmanagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.verein45plus.biz/","",""
"293007a3cb72908faac22f33bf935b0927c56b6e","Andreas Khol - Generationenförderung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2950e96d311786bbaf4cac88b9600ed52d2830f1","Österreichischer Behindertensportverband (ÖBSV)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.oebsv.or.at/","",""
"295197507e817c01f87b5821990b097f9b2ce295","European Law Students' Association (ELSA) Vienna - Europäische Jusstudentinnen und Jusstudentenvereinigung (ELSA) Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2956a9c0c26bd1fcd21615b1b3a0ee6922671363","Europäische Bewegung Österreich (Österreichische Organisationen der Europäischen Bewegung)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.eb-austria.eu/","",""
"295925010147ac23a7bf84ed4499bae53f8213e0","Verein der Absolventen des Akademischen Gymnasiums Linz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2960501bcd3aaed44d12a3d1274bdd222959999b","Österreich-Taiwanesische Gesellschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29993c7816efce78f3bdf0cf48edec40dfd727ed","Euregio Inntal - Chiemsee - Kaisergebirge - Mangfalltal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://euregio-inntal.com/","",""
"29b3536a1c5bd1a9fdea6fd413f64205e1d76560","Naturfreunde Österreich, Ortsgruppe Bregenz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://bregenz.naturfreunde.at/","",""
"29bbc000ee3595d807c9bc5d4dc3123777b4a28a","Verein Wirtschafts- und Beschäftigungsoffensive Bezirk Murau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29bc7124a5fb744392fec214ccc8a742cb4e41d2","VOLKSHILFE Bezirk St. Veit an der Glan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29d1fdfe30dcee5587922d2df09d93359279d645","Schüler- und Jugendkommunikationszentrum, freenet - Freistadt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29e734dfba3e0d17cadbd766a02146c02271f4ba","Verein zum Schutz und Erhalt der Land- und Almwirtschaft in Tirol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.almohnewolf.at/","",""
"29f32d41e0d2faec64816f2cdb012dff85b5cdac","Kameradschaft vom EDELWEISS, Landesverband STEIERMARK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.kameradschaftedelweiss.at/","",""
"2a314559615089bc0441b6386f49cb7be40d0fa1","Tiroler Landestrachtenverband","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.landestrachtenverband.at/","",""
"2a327e21d9f611920481688af9465a37b3ef7e53","Freunde der Austern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2a33b7e41b5b9a6832261814ce6f70716d855de7","Akademische Verbindung Austria Innsbruck","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.av-austria.at/","",""
"2a3ba22467464c1baf8a8640678e8467733ca4e9","Bi-Ba-Butzemann","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2a5526e704186ba98289f50fc5767efef40f1dd4","Verein zur Erhaltung und Erneuerung der Infrastruktur der Marktgemeinde Markersdorf-Haindorf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2a8120d6a6571f20b64ff70e2bdbb63a6ae99969","Verein zur Förderung der National Coalition - Netzwerk Kinderrechte Österreich (kurz: Verein zur Förderung der NC)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2a8139fd05805b07260a9e3846738b826d1e5079","Verein zur Förderung der Verarbeitung und Vermarktung bäuerlicher Produkte aus Felling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2a837ea7f537e963d2dcf33c2af7b4cad3f4a37e","Regionalentwicklung Lungau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
