"id",":TYPE",":START_ID",":END_ID","role","endDate","startDate","alephUrl","date","description","modifiedAt","publisher","publisherUrl","recordId","retrievedAt","sourceUrl","status","summary"
"0b145acf9d33694432035ae1edde407cdf51c774","MEMBERSHIP","entity:e4125ba56adc8d2ca0e8dadf3f9b75f0fe1a18e3","entity:d0c74342463c5a786ba04c134456c0b5ad2bab51","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/claudia.klimt-weithaler","",""
"0b14daee99b2cbe6e0eae54a8927cdec072b833f","MEMBERSHIP","entity:6ed1e19fae1543ba9f296d8beeec8d086c7b2edf","entity:1b120ed65f4a61a76557137e458053cd47ef941d","","2018-05-29","2016-04-26","","","Schriftführerin-Stv.","","","","","","","",""
"0b1d015aac2a9734e7dc1b1df2256e79d7422a20","MEMBERSHIP","entity:6dc58873faa632b2b43c4afc349ded442ca7baf0","entity:a29bba5b7f6b65bde5d230ee6c2c4fcedf86740f","","","","","","Vizepräsident und Kassier","","","","","","","",""
"0b1dc14ff7949f0c43771090584bd494a74fd2b0","MEMBERSHIP","entity:e929bcf4f4571033026213714b7733d6d432aa33","entity:17ae1f686cf23d969d893805c32778939887e8b0","","","2011-09-09","","","Abgeordneter zum Nationalrat Eingetreten für den am 8.9.2011 ausgeschiedenen Abgeordneten zum Nationalrat Dr. Wolfgang Schüssel","","","","","","","",""
"0b399e9469b19b132ebaf07bcf8cdefd9f9ae328","MEMBERSHIP","entity:f21f98aa6c76a4c0a0159c17c93cb0e8dda0bdf8","entity:2d890fb27c960eb262d0f2019cee43c6bd23a871","","2015-12-31","2013-06-11","","","Obmann StellvertreterVerein freiwillig aufgelöst","","","","","","","",""
"0b52b9feed1c95b17e0b2dc4c1afb9b0a23a969f","MEMBERSHIP","entity:c6efeeb26fb3838db08cdcc646d24568f97dfd95","entity:1f383c35be96237976ed1b0f6aa1ec23b18f84a6","","2007-01-27","2004-05-07","","","Vorstandsmitglied [115069w]","","","","","","","",""
"0b6743f85768b62520621d68cdfaa6c0ace24814","MEMBERSHIP","entity:181d829859d6662bfe488d0d401bb0a9a057138a","entity:ccb23a8a4336b116c37b8b1ac00b9d39a805a9bc","","2018-09-05","2018-03-28","","","Mitglied des Bundesrates","","","","","","","",""
"0b679254a5183eafa07b617b595c6b6ad379f5db","MEMBERSHIP","entity:1ece2ed5cc6f0bc395d6f680e45c87c17d64775a","entity:12234b62b8d257279d14b937f95a4fbe31a902b0","","","2003-01-01","","","Landesrat von SteiermarkRessort: Land- und Forstwirtschaft einschließlich land- und forstwirtschaftlicher Schulen, Wohnbau, Wasser- und Ressourcenmanagement","","","","","","","","Landesrat"
"0b6a81857b3a348ff4ecf75144b5fc02ead03ff3","MEMBERSHIP","entity:04bc5e61d1eb7d4f40fde69ded3a34bbfa97ccbf","entity:418d2ff18266151608faefdf02ca60335cc2489e","","","2018-11-29","","","Gesellschafter [074332m]","","","","","","","",""
"0b6ab89194dd2b5ef223986aa354f318d2abb286","MEMBERSHIP","entity:ac4054ab19c8de85da248789a794170f0db91496","entity:de3c6ce2ae6eeb3a6c18315bfe26e51d22e6aa2f","","2012-02-15","2009-12-22","","","Vorstandsmitglied","","","","","","","",""
"0b7307d656f1841f11bdcb76f1a6da136d331b99","MEMBERSHIP","entity:31b00fdeeb177c6667e188f0cfc60523196ff776","entity:d50e909ce133a7bdbbdf979c3eec9d4db8e9940f","","2016-07-01","2015-07-01","","","Vorstand - MitgliedVerantwortlich für den Sektor ""Berufsdienst""","","","","","","","",""
"0b874bc9507d457f23c4423eab875944ff7042d6","MEMBERSHIP","entity:d830832595169b2e97eccd0020fcf2b811d89e3f","entity:502bc43c2f6738ef44074224c9797513b0babc42","","","","","","ObfrauAuch: “ARGE Meister OÖ”","","","","","","","",""
"0b8c63ae3a176a2bc315346c73880682d4c39d55","MEMBERSHIP","entity:e440596db7a7546ba2f6f622a0facb54d9ded07a","entity:6365a1b052cabed65ff9b2e89a7057aaa30b1df5","","","2020-01-30","","","Vorstand - MitgliedScheint im Vereinsregister nicht auf.","","","","","","","",""
"0b9acda56d3c6da99adaeaea18c8ed3091ab3888","MEMBERSHIP","entity:2c2a2581ccc49bcc2c3adf264e7c3ac041f6ced4","entity:6086d0cfcca6ce8105b6e5bc82037876d8522c38","","","2017-07-06","","","Gesellschafter [474183d]; Geschäftsführer [474183d]Als bezahlte Tätigkeit in der Offenlegungsliste gemeldet, die Einkommenskategorie ist jedoch 0!","","","","","","","",""
"0b9e58e157187dafba9631f81128896bf5ff2aaa","MEMBERSHIP","entity:ac4054ab19c8de85da248789a794170f0db91496","entity:ccb23a8a4336b116c37b8b1ac00b9d39a805a9bc","","2019-12-19","2019-11-06","","","Mitglied des Bundesrates","","","","","","","",""
"0bce06d6be3ed8a646806fcbc39296a5fc95700a","MEMBERSHIP","entity:2034e0004a3fa7c84d624b7754ac30a90c546674","entity:7b5ee6f3082b1970d240d080bbace32fb7109980","","1998-09-10","1996-04-02","","","Mitglied des Aufsichtsrates [081408v]","","","","","","","",""
"0be50e8c704b998338406663bfe5d2089a058ef1","MEMBERSHIP","entity:5b2179ce14ed54f4eaca2c584709875868bb27d5","entity:75d9839ffda0216fb33d817135741324fd5611ff","","","2020-01-01","","","Geschäftsführerin","","","","","","","",""
"0bf3d8382a9f3b63d4a6357c54c5879c506524e3","MEMBERSHIP","entity:202cef35c8c39b9aeee021737ac411c25e3ae6d8","entity:98bd46e63ae343a642c3afe05579bba1363d48c6","","","","","","Vorstand - MitgliedNicht im Vereinsregister eingetragen.","","","","","","","",""
"0bf40e2304d46e38e97d8dd14c7a7830bceaab02","MEMBERSHIP","entity:044b022a431c4623ff6fbcff3b779c34cf6cedcf","entity:13bda37b02ec4f838a076673e20169c9fee1ac54","","2018-08-31","2010-12-09","","","Obmanndavor ab Gründung 2005 Obmann-Stellvertreter","","","","","","","",""
"0bf6845873297f05403192622a1baf342b8f9561","MEMBERSHIP","entity:16e1fb1fd60642b1e4e1277610469c41bbed5a66","entity:f938e9b57bd7ee0d0a61e43f5ac0212618651b69","","","2021-12-13","","","Obmann","","","","","","","",""
"0bfaa5b77d2a93b06877aee60e71e97b1d05b11d","MEMBERSHIP","entity:16e1fb1fd60642b1e4e1277610469c41bbed5a66","entity:cc70b1f26d0bdccdd2e22e1203590f0fdde322c3","","2018-05-26","2014-08-25","","","Obmann","","","","","","","",""
"0c3a0debe94ae558f3a75dba3b505b37f4c30c88","MEMBERSHIP","entity:f8419ccdf68d37d89c9869ff6a3ba38c1f48538c","entity:7d73481c3a14671df7c9b3a1e7406eb26504dbdc","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/herbert.kober","",""
"0c487c534a9be9353f616ba35f034d0b4ec9a59d","MEMBERSHIP","entity:79ee2b4897e7786f9f6f905e8b08093f59bb6afe","entity:3e1679bc5f7dad5b3770f850906dae3e63b90312","","","2008-03-29","","","Präsident","","","","","","","",""
"0c50f1342fe8dbf127ba0d17650f9f9263178d14","MEMBERSHIP","entity:36ce4bdfb4a6f24855e9e2a0e0169e29949a8842","entity:5f3f49c24382ac37e0d305cd0f778ef887f0b172","","2022-01-20","2021-03-20","","","Stellvertreterin des Aufsichtsratsvorsitzenden [267576w]","","","","","","","",""
"0c540cd0e288f65c911fca4b522e15e4275c0459","MEMBERSHIP","entity:569c2c6d2c876ae684d80a70ccb2b8c47011633f","entity:cee4e26b4abbb5efe16cac86bcde77d0d358c80d","","2010-02-09","1994-07-05","","","Mitglied des Aufsichtsrates [106535w]","","","","","","","",""
"0c77c04a633c4cfece81d4be97677911ee749592","MEMBERSHIP","entity:7dd9543b115913fb60b75f6b5c780918589bbf5b","entity:859d69110e59d8552fb6d18116f3a198127ca4ce","","","","","","Leiterin","","","","","","","",""
"0c7e78aec7575788f4a5ced57d3e42bd6b0fc129","MEMBERSHIP","entity:20c58eddcf9395c62a83b5b9ed16c1abd2e4a2c0","entity:56bbe98cb6d8311665e37e867b03e992b5188d85","","","2022-01-27","","","Geschäftsführer [573454s]; Gesellschafter [573454s]","","","","","","","",""
"0c8131870d2b1c03466a9dbee411c84fc54619d4","MEMBERSHIP","entity:e7ba8a40d6de9b621eebc1c8a5dc6b2d8eaaf630","entity:28ee80bc6810390b253861780ee9c82635c7c48c","","","","","","Präsident","","","","","","","",""
"0c857ada36b8baf712e93f7f88e2343e06025e76","MEMBERSHIP","entity:c1490161eefc9fe16b89020cae8278e73d6dcbb8","entity:518f51479ad9ec0c09ee1ae5c5df5fd8b78304c7","","2012-10-05","2011-10-07","","","Kassier","","","","","","","",""
"0c8cf9284f0b331e6bf664a7ffdd59aad9bccdd7","MEMBERSHIP","entity:be9abbcaf263965c2f64229b10984cc04c0d7d31","entity:ccb23a8a4336b116c37b8b1ac00b9d39a805a9bc","","","2020-11-24","","","Mitglied des Bundesrates","","","","","","","",""
"0c94679caa79009bfdf8100be2d6c804e253384f","MEMBERSHIP","entity:7f667cf84890f9a820ed5619958ee0b3f435b8c6","entity:1535924c3adf9789c95da78ede4405b4ec47a746","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/klaus.lindinger","",""
"0c981a2e53b027e74f491286d8f52b93014d4185","MEMBERSHIP","entity:91605c8f4c6809d0f7e9d6e5c60b0838aa81e598","entity:1535924c3adf9789c95da78ede4405b4ec47a746","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/hannes.mak","",""
"0c9992ee7b7eeb1b8e57a45cf67e30b316e97962","MEMBERSHIP","entity:a73b6c848a5321e00bca63dc4b4422d0d387869f","entity:d137f4332b39de2692e49112950e142beec447bf","","","2010-01-01","","","Gründungsmitglied, Sekretär01.07.2019 - 30.06.2020 Club LionsBase MasterLC Rheintal amKumma 01.07.2018 - 30.06.2020Club social mediaLC Rheintal amKumma 18.06.2010 - 30.06.2013Club secretaryLC Rheintal amKumma 18.06.2010 - 30.06.2012Club LionsBase MasterLC Rheintal amKumma","","","","","","","",""
"0cac32ed071e91e69b4727e369256a95408e5db0","MEMBERSHIP","entity:c42a9424d4b7fa4590627470cefa0ee853749a39","entity:a0435e235d0893c74a04d86517807931f032e452","","","","","","Schriftführer","","","","","","","",""
"0caef4674e24f5259ff6c917d498eb883d4af116","MEMBERSHIP","entity:c3523175e863d2d71fd45e241384c0c6f07aa57b","entity:6d604bbcaebb2b611f7c75b56c402b5951db5e95","","","2007-11-27","","","Vorstand - Mitglied","","","","","","","",""
"0cb26d300ff11d73bda70791180f4a5a76ed1046","MEMBERSHIP","entity:05f306ebe8d37ce924b72b1520cff592093907c4","entity:9557d2cd7a1128a782526269d5a914041211d61c","","","2015-10-30","","","Schriftführerin","","","","","","","",""
"0cb770cc5c9fe525f2973eb13f9636a8b162f7ff","MEMBERSHIP","entity:58645825d72c8ec8e0b823f25c8c620ae65df297","entity:92d583587423f9ce4f23074a98f1e260dab0ebb0","","","","","","1. Obmann-Stellvertreter","","","","","","","",""
"0cb7c86d53b12e78341abbb27342c61300005a08","MEMBERSHIP","entity:cdc5b964e53aa3095ca9196d562908c44caa5e5d","entity:835550f7026562140b4132a1240314149c6ca917","","","2016-04-08","","","Geschäftsführer [298714k]; Gesellschafter [298714k]","","","","","","","",""
"0cb822223ef3f4d4fed22cdb0c487694ea86c6c8","MEMBERSHIP","entity:75a8d0b2696a9c50fbc79a441c65295d24f5f05a","entity:ae616581d71c9a40164a7b4902afb2eddce38c36","","","","","","Kurator","","","","","","","",""
"0cb9ffa110f791e53c954592ea83a36b7a29c14f","MEMBERSHIP","entity:63ac93a9b1c917e79701c99fc8db772d63c23387","entity:6edb5f1b81b4f13c2760d20d1d01a75c4205f41c","","2019-11-13","2014-12-18","","","Gesellschafter [426685d] Damals: smarter sales GmbH; Geschäftsführer [426685d] Damals: smarter sales GmbHLaut NEOS: “Selbständig als Unternehmensberaterin im Bereich Digitalisierung”","","","","","","","",""
"0cc045909bf12c7ed550f4f83464015d85ccdaff","MEMBERSHIP","entity:2be81a70bc6218e7a8c355e796a0f0f7cabe182a","entity:af1426561ee4ad5352101af4ea886cdd3b02e69c","","","2016-07-01","","","Geschäftsführer [299393i]","","","","","","","",""
"0ccb67bd0e2d4c01e8aa6bc0d78327ae58b59448","MEMBERSHIP","entity:46099d83abb20661300206e609338ebeffb2251f","entity:ae2536b6beccaa9315909772a3c4f31cea9ef396","","2006-03-08","1999-04-21","","","Geschäftsführer [129975s]Damals: Osttirol-Obstverwertung GesmbH","","","","","","","",""
"0ce4828ddc751817ad4cf0b8f3f9cd54b84d87eb","MEMBERSHIP","entity:55746502c3edc8d0fd42bf2963ec2bd5272ae0f3","entity:ff80b96ad498a30a56b0c0b8321ad651949dcf1e","","","2016-11-28","","","Geschäftsführer [322933b]","","","","","","","",""
"0ce9477979e03799efcdae18b8d6c62749947e94","MEMBERSHIP","entity:ca0af14043624f3e15466aaa1ddbce5ece14b1a0","entity:705ac044e51a41971aa67bc5328ad5a4d5c645d5","","2006-10-05","1997-05-08","","","Gesellschafter [157788t]","","","","","","","",""
"0cedec1cbc18f8f072e76b0c853efa6de122263b","MEMBERSHIP","entity:d9cd0144296b74fd93a8dc1a5180f808396c0215","entity:17ae1f686cf23d969d893805c32778939887e8b0","","2012-08-14","2006-10-30","","","Abgeordneter zum Nationalrat","","","","","","","",""
"0cef51eb8b1adf12d3c16bca311f3a9325b3970d","MEMBERSHIP","entity:951a59a26483f13817f3deb8377f241706f33e99","entity:18134c336dd21f6e66ddb2e4965c153ac711d4eb","","","2018-06-07","","","Kassier","","","","","","","",""
"0cf16d036088bee9516e01727d985a74d68b3b93","MEMBERSHIP","entity:72432142488e93de4928a2b31edef265180f3167","entity:ccb23a8a4336b116c37b8b1ac00b9d39a805a9bc","","2006-10-29","2003-04-24","","","Mitglied des Bundesrates","","","","","","","",""
"0cfdc342d4a0d64fc09cb197fbfb4d78ef5d5789","MEMBERSHIP","entity:809df2d8487eb5bb3aff25e842927badaa1dfba2","entity:82ebd917ceb8481c1ca008e2df366a4c0bfd4fca","","","2020-01-09","","","Aufsichtsratsvorsitzender [FN 60153k]","","","","","","","",""
"0d10b441e1ab33e26fc22273451e3dad44aa8de7","MEMBERSHIP","entity:c059545082b61d5fe2176ab432e820f0b481c62e","entity:83d5c1f31a676dd471110939bc6078f78d676d61","","2019-08-28","2019-01-31","","","Liquidator [218843d]Firma gelöscht.","","","","","","","",""
"0d11e57d96dea9b9e5838e9c84a9bc346be5012e","MEMBERSHIP","entity:671eba965d6f24fc836321fc50142959f2274d8f","entity:008ff8ffe20c4a402411a606c7e72b9044ddd92f","","2015-07-13","2007-07-04","","","Vorsitzender Stellvertreterin","","","","","","","",""
"0d14a7471735a2de42155732f3918a58630323f4","MEMBERSHIP","entity:e91ee97e5e74be32acf69dce1d2b423bb84e772c","entity:83e61a9e9a0b887350c771325cb6df4fd006cd57","","2000-04-14","1995-08-11","","","Gesellschafter [135187f]","","","","","","","",""
"0d256d507af41bfcc64542bcaf069aa1c08d9188","MEMBERSHIP","entity:a3ecba493d37fbf87acd78454e3a9cc1688eff69","entity:0ea6c585df54cc3786c31fed825b2520080a2bfc","","2020-11-24","2015-11-24","","","Abgeordneter zum Wiener Landtag und Gemeinderat","","","","","","","",""
"0d27f487585a8b54401d09b445a8266e74e68765","MEMBERSHIP","entity:14f0cc3426335e4cdc152df269a70e411878392d","entity:1535924c3adf9789c95da78ede4405b4ec47a746","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/melanie.eckhardt","",""
"0d326070c9f9230640ca519cab9a8784071cdea9","MEMBERSHIP","entity:ba7e9c9d489e5a9740f121e8132e744d99df6172","entity:a91a24286d218eb57becf5665360b79a20833be0","","","2019-12-20","","","Obmann StellverteterAuch: Kassier und Schriftführer","","","","","","","",""
"0d371b7ca8fc767495ba414e7c8024c5153376d4","MEMBERSHIP","entity:2c1490f2a0949be7adebb1cb217d69a034a1069e","entity:580009fb5fea5a3c622b89bdccb07bd7ccb6bb78","","2018-07-12","2009-02-11","","","Mitglied des Aufsichtsrates [090237b]","","","","","","","",""
"0d3942d8f7c6ab41b1f1319129222422dfc10368","MEMBERSHIP","entity:0447dd6519297a88ee7ccf0782cc9c6d40653a6f","entity:c1ca50442551a0fa55e62e1c0aa540e31c7460df","","","2014-09-12","","","Mitglied des Aufsichtsrates [055061y] Ehrenamtlich","","","","","","","",""
"0d4bbf0ebe45ff769dda84f749abf909d90460b6","MEMBERSHIP","entity:507199dcfa7ea4eb267bb2b1a6692045bad41f2c","entity:72d4b74877f998858267e27717bfa0fb24687f14","","2006-06-22","2004-10-28","","","Vorstandsmitglied [162725b]","","","","","","","",""
"0d56cda43881534e5393e030613ad5c13a428408","MEMBERSHIP","entity:336cb924d379ee30851b1e64577b0bb6c04eae30","entity:d0c74342463c5a786ba04c134456c0b5ad2bab51","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/werner.murgg","",""
"0d5b97c0429e2d640a5e979c6e21a2ae6d377d1b","MEMBERSHIP","entity:6d3ce2e2c4284204ce2ebe1c99785ff3c1004ffd","entity:f61526a036fe2dc8978536d9bc48374d1f7257a3","","","2021-05-29","","","Gesellschafter [557563x]; Geschäftsführer [557563x]","","","","","","","",""
"0d7b43a0a9cf2be67fdd89a2074bfeca8c230ac0","MEMBERSHIP","entity:16046dd0adc984b0238eb4cf8a642b4f688dd1c2","entity:d3a8192e054fb8cffc07c72a8f475082654a6213","","","2021-07-07","","","Stellvertreter des Vorsitzenden 2. Stellvertreter [031971t]","","","","","","","",""
"0d85d04f4c11c944a00029adb613fdf1b8b03404","MEMBERSHIP","entity:eada9b378fd28064b23a83b2f647e39590686535","entity:6fcb6a9243e8dd325136ecfce38549c58885556a","","2016-01-30","2008-06-11","","","Prokurist [006120a]Erzielt keine meldepflichten Vermögensvorteile aus dieser Tätigkeit.","","","","","","","",""
"0dc8f28d536e70eddc971234f8cf04feecdc7af9","MEMBERSHIP","entity:a2c0a88630989de7a894b0d58f9ef55be323a98e","entity:e0169bef15cab5de7b5173faab01f9020ff1d549","","","","","","Mitglied; Nicht im Vereinsregister verzeichnet.","","","","","","","",""
"0dc94071b99eec013a6fc4a0d5f15753ee1d7a24","MEMBERSHIP","entity:17c1dcae75994776ec2c44da83428f239e8c6f6f","entity:f304d12a35e46a555dcdc042835b594443920f6b","","2005-12-30","2005-12-08","","","Geschäftsführer [125023h]Firma gelöscht","","","","","","","",""
"0de109651fea7d507f3b5fe2a1d156d6485b1610","MEMBERSHIP","entity:b407eff517cf7e40a16a5ea2d24c1377249e81dd","entity:11de5e0493750a669213afdb7cff153da3c81c2f","","2007-01-01","2003-01-01","","","Obmann","","","","","","","",""
"0de2b96a8a33a80c297707f98b4fcd94250d972b","MEMBERSHIP","entity:1b7b9e79e4d921bb6d1944c3f4ea6abe0e9ea9e2","entity:67bb9a12815f777d9de721514433cc49122b0b53","","","2007-01-01","","","Vorsitzende-Stv.","","","","","","","",""
"0de96cd839a6af6afdfa7efb671d281e0a7f56d1","MEMBERSHIP","entity:34ce98ca43af3257526b0e4e49edff64d3e0be57","entity:d6f6af1e408e30009537ff5ed23bf7917c43119c","","2016-06-11","2008-10-22","","","Geschäftsführer [265940p]DEBA Wohnbau GmbH","","","","","","","",""
"0e0d994d2869aed49968b2b424d2346c6fb71e0a","MEMBERSHIP","entity:02f6859c0b6da2e0a2c8c70154a00ba168ca9c6f","entity:0f790f6f84d6604c8e271ef8cf3a201c4fce7936","","","2021-02-16","","","Vorsitzender","","","","","","","",""
"0e12f7a06dec92e3d2d21690a8cd4d8703c1a351","MEMBERSHIP","entity:224143852233992e82d3976d0723483fc7bf056c","entity:61da42f2a2453d7194f6edff236107849ca62a98","","2020-06-02","2015-05-11","","","Vorsitzender","","","","","","","",""
"0e2a8f689505fa1bc4750111031390ac9ffba316","MEMBERSHIP","entity:6e96c5ee1b49e8d021cdf65b9a7aa1fb602482d3","entity:032f4edc3242184640abd10672798fc843e2bccb","","2011-04-10","2007-10-21","","","Schriftführer Stellvertreter","","","","","","","",""
"0e2c8b25e1a46f95a6de13603afb943100377051","MEMBERSHIP","entity:bc6662e1c9a92def9daa9f41e4a3a8b724eed8af","entity:bab05416bce313661a77290d64d2ce20b6250897","","2022-07-18","2021-02-01","","","Bundesminister für Arbeit","","","","","","","",""
"0e32e58a33d3711ca784cdde50652de1b29ea389","MEMBERSHIP","entity:acda24e3874c7a570fe48909d3a63bea514eaa86","entity:30003d2197bf2b014fd9970df4a62f944160fdb2","","2009-09-15","2006-10-19","","","Liquidator [82715s]","","","","","","","",""
"0e36baaf7b96aa2ee9381af889c512580a610701","MEMBERSHIP","entity:a5723e79c5350165f9fd7f35d2ab8bd5a9cf2ed5","entity:6a6ddf363abfbaa96da0bab8e4b1e72169b747a3","","","2015-02-09","","","Direktor","","","","","","","",""
"0e431753f62c1f6035ad914fe0b19195c029e87a","MEMBERSHIP","entity:4c181a048062b0f9dcc59bbd5d9c1e4418852da6","entity:59d03ce1f4aa770a48bc51273ee141fbccec5ed5","","2006-02-22","","","","Schriftführer Stellvertreter","","","","","","","",""
"0e48e039fd54a65058be3689e47be809878ad66b","MEMBERSHIP","entity:91971728c5f2f272947924f19fbe29756070c487","entity:bd7472b1ef634cdd1ecb03516a3b9edbe4bf0820","","","2009-06-29","","","Obmannstellvertreter [049470a]","","","","","","","",""
"0e4c7a12ab202384acac60342d1d198814636c47","MEMBERSHIP","entity:f7599f72eeda1d695403a2a5a3079e1b58272995","entity:99496dc5aa2fad9c742d5e17245a9ee284d6a5e7","","","2018-06-29","","","Aufsichtsratsvorsitzender [110107y]","","","","","","","",""
"0e6ee9221e74bfac146aeb9bbecced48472a1f80","MEMBERSHIP","entity:7095d7eea0b61500f474a92f823354b50e046207","entity:39c4750f01eb4ebcbeb11064f8ea8b4f8cef74a7","","","","","","Zweiter Vizepräsident","","","","","","","",""
"0e79c8808894ef24174cf2dbea832c68111803fe","MEMBERSHIP","entity:32f57195991e1248aba6da1061e1ec0c068d1f47","entity:cb2181a266895a2527b43af1023c1b718b99a592","","","","","","Obmann","","","","","","","",""
"0e8e04ece8f8be297222932258ac1d72505587fa","MEMBERSHIP","entity:f6f1a74ed12f350db0f8b0877d13a1f7bf5a8a6d","entity:771e3732d1df1c73349ca45861b69e0fb99d5e76","","","","","","Schriftführerin-Stv.","","","","","","","",""
"0e908972270f57bf92b92e4b83dff1015528d974","MEMBERSHIP","entity:b916f11413d87be0c388433f9bffb430815136f7","entity:4170b01a7344c92f9a8369185a6ace0562e72027","","2000-04-19","1997-03-21","","","Mitglied des Aufsichtsrates [055464s]","","","","","","","",""
"0e91854320e6da2f5787833dc59bb266f60d6065","MEMBERSHIP","entity:e6c0f617468750b03ff58c78744d0e7aa7a2a0db","entity:17ae1f686cf23d969d893805c32778939887e8b0","","2008-12-02","2008-07-03","","","Abgeordnete zum Nationalrat","","","","","","","",""
"0e9290dc0fbdbb66a65e0b57cba5d78a12a77f6d","MEMBERSHIP","entity:f556ccd5a9fcc945562b44be56b800e5fc7db565","entity:17ae1f686cf23d969d893805c32778939887e8b0","","2019-10-22","2017-11-09","","","Abgeordneter zum Nationalrat","","","","","","","",""
"0e95be8ce556791bab08bfd93f738f6e046f45af","MEMBERSHIP","entity:07b473d6a0a755a605a03bb913ff4417eaae558d","entity:75d6acb5cda90e6622ce17c4e013b19daa00902b","","2007-11-22","2004-06-23","","","Mitglied des Aufsichtsrates [248573z]","","","","","","","",""
"0e98b2fe2ec565ff1a49f47f446dd6acc133aca7","MEMBERSHIP","entity:1fc56c9e46d27d9adaa9564368cdc2e077ea94af","entity:919b4795966102116ec8bde5fd4b6ac4945c8dc4","","2013-05-18","2012-01-13","","","Unbeschränkt haftender Gesellschafter [368794w]","","","","","","","",""
"0eaf220cec670fe1bb43a9716c8b7d312fa346c0","MEMBERSHIP","entity:28a1b648e79e0e4d95c8c744673257586d142b6b","entity:ce03b223eea5bda205af9017b03a7de977a00408","","2003-04-15","2001-10-20","","","Vorstandsmitglied [086499f] Damals: ""BIOMAY"" Produktions- und Handels-Aktiengesellschaft","","","","","","","",""
"0ec2b976ee9bfd895a8d2e713fef654a0effd5e1","MEMBERSHIP","entity:842cc818da777f8ac8524c03ce6e3b01e3fcd19c","entity:bf31271af85e96427728a19747a2ae7e66d6f4ed","","","2014-05-17","","","Mitglied des Aufsichtsrates [38578h]","","","","","","","",""
"0ed8d5ff0f93c81932e443cbc07e4f9767f53a5d","MEMBERSHIP","entity:28a1b648e79e0e4d95c8c744673257586d142b6b","entity:6d466eae8dc12b01bc9ad7ce45e7650b412159f5","","2018-06-21","2013-10-26","","","1. Stellvertreter des Aufsichtsratsvorsitzenden [102465i]","","","","","","","",""
"0ede7681c0f9b069dfbf919ea3a910ed01a7576b","MEMBERSHIP","entity:7095d7eea0b61500f474a92f823354b50e046207","entity:9ded3d7e471fe990ec2268ce6c8b34e6e6767d91","","2015-11-04","2007-01-23","","","Vizepräsident","","","","","","","",""
"0ef0c67f12fcf905e7c528de35cb81712b6232cc","MEMBERSHIP","entity:df69587974f4cc2c42c75d5dcc0115bffe64674e","entity:e97e4ceda52e39c12897fc39a320fc43e38ea3f0","","2020-10-03","2018-06-02","","","OBMANN-/OBFRAU-STELLVERTRETER/IN","","","","","","","",""
"0f080d9944a5ae524764fff4a8684ae4c3d69e8d","MEMBERSHIP","entity:1e22834158a7d4ba30cb23dc431e8c5366bd92c7","entity:96cc1d969ec113193b967ddc3e1ae546026f509b","","2005-05-26","1999-11-30","","","Stellvertreterin des Aufsichtsratsvorsitzenden [134811b]","","","","","","","",""
"0f0a17e98d6b32206746112566f11dbb011602fd","MEMBERSHIP","entity:321041492cfe5ea861474261e6018a7a84d9f1cd","entity:50661d6882553b30224f02a15d26ecb198a9b512","","2017-04-07","2017-01-01","","","Schriftführer Stellvertreter","","","","","","","",""
"0f2f73c551493a787abbbbd34f3caac6e48af852","MEMBERSHIP","entity:3dc7d89dee3e4d6ebfac7279a2c356feab495cc8","entity:401f75a0512be8cffae64c319355bada3843a9c1","","2021-07-01","2020-07-01","","","Sekretär","","","","","","","",""
"0f39f7c2cdd673b23cc7f1ee349301651627bd5f","MEMBERSHIP","entity:6ed1e19fae1543ba9f296d8beeec8d086c7b2edf","entity:1a96368247596855b645338f901924ae82da187c","","","","","","Vorstand - Weiteres Mitglied","","","","","","","",""
"0f49be2c018075bf12538b9d9050896613853c9b","MEMBERSHIP","entity:dd7a7aff269f024c966f88c2728791277573fa79","entity:58c45eeed878f33678d74720cf7268c2a68ef4e1","","","2020-05-13","","","Mitglied des Aufsichtsrates [032002m]","","","","","","","",""
"0f4a317de654d759cdb3d71d0da0467f78259488","MEMBERSHIP","entity:88e45c3130a92414ca84a42ac8e99aadf08c09e1","entity:e2e4984c5e0a4de19f7c45411e44915823d6e68a","","","2015-10-14","","","Obfrau Stellvertreter","","","","","","","",""
"0f5a9bf5351a19f99e4d7c330340eccf5469a416","MEMBERSHIP","entity:a6dbfa68a2e67bcc535ac9d2d4296c89c1feb26f","entity:ab65387d7cdc75b902e37dacb1e4105e9f8de462","","2013-02-18","2010-02-16","","","Präsidentin-Stv.","","","","","","","",""
"0f5e85c9f8e9cc445586eaf98a86de6f77f0912f","MEMBERSHIP","entity:739739a87074f0137a1b54d997e15130dfebc0d8","entity:1535924c3adf9789c95da78ede4405b4ec47a746","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/andrea.schwarzmann","",""
"0f66c23812917af7ea4ee3ba02018d7a4ac74ce7","MEMBERSHIP","entity:35056b8fe89e87170706cd2edab2a6a2be939a0c","entity:04e2d2e85a6bf5049ce42ec0a7fddf9a4d348d91","","","2009-08-30","","","Vizepräsident","","","","","","","",""
