"id:ID",":LABEL","caption","name","country","legalForm","status","address","alephUrl","bvdId","classification","mainCountry","dunsCode","description","dissolutionDate","email","icijId","idNumber","innCode","incorporationDate","jurisdiction","keywords","modifiedAt","notes","okpoCode","opencorporatesUrl","alias","phone","previousName","program","publisher","publisherUrl","registrationNumber","retrievedAt","swiftBic","sector","sourceUrl","summary","taxNumber","taxStatus","topics","vatCode","weakAlias","website","wikidataId","wikipediaUrl"
"entity:4a73de6dfa1799d19edfd62ad7e94f276af73a91","Organization;LegalEntity;Thing","Österreichische Bundes-Sportorganisation (kurz: BSO)","Österreichische Bundes-Sportorganisation (kurz: BSO)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.bso.or.at/","",""
"entity:4a943d059ac8da4fbfc4b9a8bfa3a317c2f98a4d","Organization;LegalEntity;Thing","Freizeit-Blitz Langau","Freizeit-Blitz Langau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4a9f101f5ccac2a4f4e01ce724c1fe385fc2f8b3","Organization;LegalEntity;Thing","Internationale Organisation der Obersten Rechnungskontrollbehörden (INTOSAI)","Internationale Organisation der Obersten Rechnungskontrollbehörden (INTOSAI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.intosai.org/de/","",""
"entity:4ae4bd903f306047352c127e41ab5c34c016738c","Organization;LegalEntity;Thing","KulturKontakt Austria","KulturKontakt Austria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.kulturkontakt.or.at/","",""
"entity:4b1dc0214c9d65427f94f76e4701058577c0ff33","Organization;LegalEntity;Thing","Österreichischer Juristentag","Österreichischer Juristentag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.juristentag.at/","",""
"entity:4b2d17a279406ccc8c52ea6a65623e4cb7e8b6fc","Organization;LegalEntity;Thing","Österreichisch-Slowenische Gesellschaft - Landesgruppe Kärnten (ÖSG - Landesgruppe Kärnten)","Österreichisch-Slowenische Gesellschaft - Landesgruppe Kärnten (ÖSG - Landesgruppe Kärnten)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4b39376d77fdafd24913427e1e9d0e9a74b5924a","Organization;LegalEntity;Thing","Verein zur Förderung alternativer Musikkultur","Verein zur Förderung alternativer Musikkultur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.alterschlachthof.at/ash/vereine/vzfam/","",""
"entity:4b40000a3615e517fddefe2260dbb04a74cecac8","Organization;LegalEntity;Thing","Österreichischer Bundesverband für Schafe und Ziegen","Österreichischer Bundesverband für Schafe und Ziegen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.alpinetgheep.eu/400-0-Oesterreichischer-Bundesverband-fuer-Schafe-und-Ziegen.html","",""
"entity:4b6dae57f3516314ab0e48876556b8d5cede2095","Organization;LegalEntity;Thing","Sportunion Oggau, Kurzform UFC Oggau","Sportunion Oggau, Kurzform UFC Oggau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://vereine.fussballoesterreich.at/UfcOggau/News/","",""
"entity:4b6e2902f7c899400e83515945efa740ccd43d0a","Organization;LegalEntity;Thing","Arbeiter-Samariter-Bund Österreichs, abgekürzt ""ASBÖ"", Kurzbezeichnung ""Samariterbund""","Arbeiter-Samariter-Bund Österreichs, abgekürzt ""ASBÖ"", Kurzbezeichnung ""Samariterbund""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.samariterbund.net/","",""
"entity:4bb55db72c846c13b049ee288612546015a8f595","Organization;LegalEntity;Thing","Kulturverein Schloß Weitra","Kulturverein Schloß Weitra","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4bc0cde67bafad1340b38c7d404e50724de4851c","Organization;LegalEntity;Thing","Museum Arbeitswelt","Museum Arbeitswelt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.museum-steyr.at/","",""
"entity:4bc4304fe52456303df08a4484ce772623f4549b","Organization;LegalEntity;Thing","Schulschiheim Hochkar","Schulschiheim Hochkar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4bd31a57e776bcb37623ec3aa9ef1110f71af5ae","Organization;LegalEntity;Thing","Maschinenring Innsbruck-Land","Maschinenring Innsbruck-Land","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.maschinenring.at/maschinenring-innsbruck-land","",""
"entity:4bde5175ca57ceb4b91959fabde13413d5f96fb2","Organization;LegalEntity;Thing","Wir für Hebein","Wir für Hebein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4be2e3251adcd18d6f43f35972b03e6941affbfa","Organization;LegalEntity;Thing","Vorarlberger Eigentümervereinigung","Vorarlberger Eigentümervereinigung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.vev.or.at/","",""
"entity:4bebe0fe5c759cf18f60270742de1f8e71f90073","Organization;LegalEntity;Thing","SV NEUDAU (SPORTVEREIN NEUDAU)","SV NEUDAU (SPORTVEREIN NEUDAU)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.sv-neudau.com/","",""
"entity:4bfaeabeff10121184cc5725e862dc56821e4dd7","Organization;LegalEntity;Thing","Talente OÖ ... vom Potential zur Exzellenz","Talente OÖ ... vom Potential zur Exzellenz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.talente-ooe.at/","",""
"entity:4c0071f66b564889b1e75c3da491c6912ca91ff7","Organization;LegalEntity;Thing","VAFFFA - Verein zum Aufbau und zur Förderung der Freiwilligen Feuerwehren in Albanien","VAFFFA - Verein zum Aufbau und zur Förderung der Freiwilligen Feuerwehren in Albanien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://vafffa.org/","",""
"entity:4c43452e91fcd1130e913b5d488aa61938bc4fa0","Organization;LegalEntity;Thing","Forschungs- und Lehrinstitut des Alpenzoo-Innsbruck","Forschungs- und Lehrinstitut des Alpenzoo-Innsbruck","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4c4bf752df321a129c2340fd2ed299b70deb8cce","Organization;LegalEntity;Thing","AKSED- Anatolischer Kultur-, Kunst- Bildungsverein (Anadolu Kültür Sanat ve Egitim Dernegi)","AKSED- Anatolischer Kultur-, Kunst- Bildungsverein (Anadolu Kültür Sanat ve Egitim Dernegi)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4c5fa3574bf01205c1097c0bf183c254d3a2b342","Organization;LegalEntity;Thing","Europaforum Wien","Europaforum Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.europaforum.or.at/","",""
"entity:4c64f876a280c1b8db3fa4590dd683effd9409f4","Organization;LegalEntity;Thing","Regionalforum Steyr-Kirchdorf","Regionalforum Steyr-Kirchdorf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.regionalforum.at/","",""
"entity:4c6cb8dda1511f630ec06fe3289ec84a06c65e24","Organization;LegalEntity;Thing","DICHTES SCHIFF - VEREIN ZUR BEGEGNUNG UND INTERAKTION DER MENSCHEN IN EUROPA","DICHTES SCHIFF - VEREIN ZUR BEGEGNUNG UND INTERAKTION DER MENSCHEN IN EUROPA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4c9eeed7480a6ef451efb965f8134964230e062a","Organization;LegalEntity;Thing","Freizeitverein Badesee Tragwein","Freizeitverein Badesee Tragwein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4ca3e45621da33956fcef8f2682bc6187bd547af","Organization;LegalEntity;Thing","Jede Minute Zählt","Jede Minute Zählt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4cb3c7fb123d9ee384f5dc4b901ac8c571f7dc5b","Organization;LegalEntity;Thing","Region Vorderland-Feldkirch","Region Vorderland-Feldkirch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.vorderland.com/","",""
"entity:4cd061976ece0ee7fe44e7d3d52993b1e7ba0ab8","Organization;LegalEntity;Thing","Sigmund Freud-Gesellschaft","Sigmund Freud-Gesellschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.sigmundfreudgesellschaft.at/","",""
"entity:4d351e54d1ce96f89f087dd977915b2433a14436","Organization;LegalEntity;Thing","ARBÖ-Leonding","ARBÖ-Leonding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4d60a74e0f45698a5faee53f1d638fbfe4eee0b7","Organization;LegalEntity;Thing","Freunde der Seefestspiele Mörbisch","Freunde der Seefestspiele Mörbisch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.freunde-seefestspiele.at/","",""
"entity:4deb0f7a867293a80c21314026cd18468303f30c","Organization;LegalEntity;Thing","Burgenländisches Volksbildungswerk","Burgenländisches Volksbildungswerk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.volksbildungswerk.at/","",""
"entity:4df51c65856eef01918546761084024c519cf0e0","Organization;LegalEntity;Thing","ISUC-Initiativgruppe Summer University Carinthia- Verein zur Förderung von Wissenschaft und Wirtschaft Kärntens sowie ambitionierter Studenten aus mittel- und osteuropäischen Regionen. kz.ISUC","ISUC-Initiativgruppe Summer University Carinthia- Verein zur Förderung von Wissenschaft und Wirtschaft Kärntens sowie ambitionierter Studenten aus mittel- und osteuropäischen Regionen. kz.ISUC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.summeruniversity.at/","",""
"entity:4e08c622c9ff36242ce364544840071cbbe5ac4a","Organization;LegalEntity;Thing","Unterstützungsverein ISI (Unterstützungsverein bilingual International School Innsbruck am Akademisches Gymnasium)","Unterstützungsverein ISI (Unterstützungsverein bilingual International School Innsbruck am Akademisches Gymnasium)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://internationalschoolinnsbruck.weebly.com/","",""
"entity:4e1cf6026e053fcdcb7a559c0e947b6122729aab","Organization;LegalEntity;Thing","Europäisches Burgenmuseum Ehrenberg","Europäisches Burgenmuseum Ehrenberg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.ehrenberg.at/","",""
"entity:4e79a6a5352fb3f0db525f6c15f3fae47a9fc541","Organization;LegalEntity;Thing","Wiener Tierschutzverein (abgekürzt ""WTV"")","Wiener Tierschutzverein (abgekürzt ""WTV"")","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.wr-tierschutzverein.org/","",""
"entity:4e915ca1abd1e0a06bbdf52a83110fe489ee2ba9","Organization;LegalEntity;Thing","""Arbeitsgemeinschaft kroatischer Kommunalpolitiker im Burgenland"" (Djelatna zajednica hrvatskih komunalnih politicarov u Gradiscu)","""Arbeitsgemeinschaft kroatischer Kommunalpolitiker im Burgenland"" (Djelatna zajednica hrvatskih komunalnih politicarov u Gradiscu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4ea9b2bc317fe51bc1f0c9e68302368ec1912311","Organization;LegalEntity;Thing","Der Keller - Verein für Kultur, Jugend und Kommunikation","Der Keller - Verein für Kultur, Jugend und Kommunikation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4ebc6f6684788859620f9f799e9935e046b5f55f","Organization;LegalEntity;Thing","NATURPARK DOBRATSCH","NATURPARK DOBRATSCH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.naturparkdobratsch.at/","",""
"entity:4ec75863d4da8783b456c603e2313bd0573b7b52","Organization;LegalEntity;Thing","Special Olympics - Herzschlag Kärnten","Special Olympics - Herzschlag Kärnten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.herzschlag-kaernten.at/","",""
"entity:4ee17e9aa05636fc53f4652c9f6c1fceaf17b195","Organization;LegalEntity;Thing","Niederösterreichisches Jugendherbergwerk (kurz NÖ-JHW)","Niederösterreichisches Jugendherbergwerk (kurz NÖ-JHW)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.noejhw.at/","",""
"entity:4f31ecff3c51c3c0617985d3d62d8f74d0fb5f04","Organization;LegalEntity;Thing","Events für Frauenkirchen","Events für Frauenkirchen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4f3aa424c7f7bd5881e2f9a3b1e60380332dc4b0","Organization;LegalEntity;Thing","SPORT, MEHRZWECKPLATZ, KULTUR UND ERHALTUNG DER INFRASTRUKTUR FEICHSEN","SPORT, MEHRZWECKPLATZ, KULTUR UND ERHALTUNG DER INFRASTRUKTUR FEICHSEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4f533b75b441330b8c86d98e0cf6a266f8cfd46c","Organization;LegalEntity;Thing","Allianz für Österreich, Kurzbezeichnung: AFÖ","Allianz für Österreich, Kurzbezeichnung: AFÖ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4f684d4419bdcc48c7dc6c23a0de3188544b7f8b","Organization;LegalEntity;Thing","Verein Wohnheimförderung für Bauarbeiter","Verein Wohnheimförderung für Bauarbeiter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4f95bbf3c4d09faeb472e78f861d7cd4ddfa3ab6","Organization;LegalEntity;Thing","Timber Innovation Network Alpe Adria (TINAA)","Timber Innovation Network Alpe Adria (TINAA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:4fe8e1f97177ec8f7b5c9b722426159eaac2ccc0","Organization;LegalEntity;Thing","MTV Hernals (Männer Turnverein Hernals)","MTV Hernals (Männer Turnverein Hernals)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.mtvhernals.at/","",""
"entity:4feacc86aa33afa38ef66809db22a4172cb20359","Organization;LegalEntity;Thing","Österreichischer Genossenschaftsverband (Schulze-Delitzsch)","Österreichischer Genossenschaftsverband (Schulze-Delitzsch)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.genossenschaftsverband.at/","",""
"entity:4ff659af71c699f1ec9b216bad13f7f4011182d9","Organization;LegalEntity;Thing","Austria Institut für Europa- und Sicherheitspolitik (AIES)","Austria Institut für Europa- und Sicherheitspolitik (AIES)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.aies.at/","",""
"entity:502bc43c2f6738ef44074224c9797513b0babc42","Organization;LegalEntity;Thing","ARGE der Absolventenverbände landwirtschaftlicher Schulen und Meisterclubs","ARGE der Absolventenverbände landwirtschaftlicher Schulen und Meisterclubs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5038c3f50aa67aff8fc65a74eb51c2a62a12542f","Organization;LegalEntity;Thing","Verein zur Renovierung und Erhaltung des Bischöflichen Priesterseminares der Diözese Graz-Seckau, kurz: Freunde des Priesterseminares","Verein zur Renovierung und Erhaltung des Bischöflichen Priesterseminares der Diözese Graz-Seckau, kurz: Freunde des Priesterseminares","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:50661d6882553b30224f02a15d26ecb198a9b512","Organization;LegalEntity;Thing","Österreichische Akademie für Arbeitsmedizin und Prävention","Österreichische Akademie für Arbeitsmedizin und Prävention","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.aamp.at/","",""
"entity:509ae9fda6d03773bbf2412f4111f36e9fd34c4e","Organization;LegalEntity;Thing","Regionalmanagement Mittleres Tiroler Unterinntal","Regionalmanagement Mittleres Tiroler Unterinntal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:50ad1ed3f7b0442009b24bb0e401f672428937e8","Organization;LegalEntity;Thing","Lebensraum Niederhof","Lebensraum Niederhof","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.niederhofschule.at/niederhofbase","",""
"entity:50be6778518af0782689c53d6e828649cfcd43df","Organization;LegalEntity;Thing","SoMa","SoMa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.kraut-und-rueben.at/","",""
"entity:50e0924d394df75723a507878f94d160a5d10891","Organization;LegalEntity;Thing","Europäisches Jugendwerk","Europäisches Jugendwerk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:50e4373cf0eeed7e04e813f392582cee56f72d8d","Organization;LegalEntity;Thing","European Garden Association - Natur im Garten International","European Garden Association - Natur im Garten International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.naturimgarten.at/internationale-aktivit%C3%A4ten/verein-european-garden-association.html","",""
"entity:510e74675b53bf8553f0476fc6cb4cae96c2f89a","Organization;LegalEntity;Thing","Mühlviertler Stern Gartl - Verein für Regionalentwicklung, kurz: Mühlviertler Stern Gartl","Mühlviertler Stern Gartl - Verein für Regionalentwicklung, kurz: Mühlviertler Stern Gartl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:516a28fbfbb397f391ee4da858be41bbb61291a5","Organization;LegalEntity;Thing","Verein zur Unterstützung christlicher Sozialpolitik","Verein zur Unterstützung christlicher Sozialpolitik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5174ac2c1f43e317803ed70d4e5fa0113f2af341","Organization;LegalEntity;Thing","Sozialmedizinischer Betreuungsring Rohrbach-Mitte","Sozialmedizinischer Betreuungsring Rohrbach-Mitte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:518f51479ad9ec0c09ee1ae5c5df5fd8b78304c7","Organization;LegalEntity;Thing","Elternverein BAfEP Oberwart","Elternverein BAfEP Oberwart","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:51bc4da1bfeefed20f645f0a6147ff8b168d2824","Organization;LegalEntity;Thing","1. Simmeringer Sportklub","1. Simmeringer Sportklub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.simmeringer-sc.at/","",""
"entity:51d378504eab146f2ef78bd7ddcd3cc4f6b02966","Organization;LegalEntity;Thing","Kulturverein Langau","Kulturverein Langau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:51e08e7b0d6e514fa5707d5b23eac02540c5b93e","Organization;LegalEntity;Thing","Hüttenberger Reiftanz","Hüttenberger Reiftanz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:523d9c4efc665a6ef96db7e431bea583baccba48","Organization;LegalEntity;Thing","Förderverein der Volkshochschule Landstrasse","Förderverein der Volkshochschule Landstrasse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:52428a8a4de519095106cf158af5da1a48c498bd","Organization;LegalEntity;Thing","Österreichische Südsudan Gesellschaft","Österreichische Südsudan Gesellschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.oesterreichisch-sudanesische-gesellschaft.org/pages/site/de/content.php?PHPSESSID=202474abb5ae013bf4f0e9d2261d8e92&kat=unset&menu1=75&menu2=0&menu3=0&subkat=unset","",""
"entity:527075da238dcda7fe351eee0c79db6aaec0d8d4","Organization;LegalEntity;Thing","Arbeiter-Samariter-Bund Österreichs, Landesverband Burgenland abgekürzt: ASBÖ Landesverband Burgenland, Kurzbezeichnung: Samariterbund Burgenland","Arbeiter-Samariter-Bund Österreichs, Landesverband Burgenland abgekürzt: ASBÖ Landesverband Burgenland, Kurzbezeichnung: Samariterbund Burgenland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.samariterbund.net/gruppen/samariterbund-burgenland/startseite/","",""
"entity:52741e6a7756f5f870be5d678faad0c1b7c88a06","Organization;LegalEntity;Thing","Golfclub Linsberg","Golfclub Linsberg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://linsberggolf.at/","",""
"entity:527758d79e586e693064a285408d12714e231e51","Organization;LegalEntity;Thing","Regionalkooperation Unterkärnten - Lavanttal/Rosental/Südkärnten","Regionalkooperation Unterkärnten - Lavanttal/Rosental/Südkärnten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:529fe54aaff0c322f548c0fd4e7f000f9c9f340f","Organization;LegalEntity;Thing","Bildungs- und Kulturinitiative St. Martin","Bildungs- und Kulturinitiative St. Martin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://biku-stmartin.at/","",""
"entity:52ba44e80c80e9ffb6411464640c30651e7878b5","Organization;LegalEntity;Thing","Marke Südsteiermark","Marke Südsteiermark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:52df4f4bf12c88828ccdc12a5e17e7beba63060b","Organization;LegalEntity;Thing","Elternverein der Evangelischen Volksschule am Karlsplatz","Elternverein der Evangelischen Volksschule am Karlsplatz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://ev.schule-karlsplatz.at/service/elternverein","",""
"entity:533d21681234f70c9372a292b610740c1062592e","Organization;LegalEntity;Thing","Arbeiterheim Simmering","Arbeiterheim Simmering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5341d4f768280658ee334e2aa3e83aab09589deb","Organization;LegalEntity;Thing","Forum Christentum und Politik in Wien","Forum Christentum und Politik in Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5354e41365b2f156084978d8f6fa5db8069882e1","Organization;LegalEntity;Thing","Verein für sozialdemokratische Geschichtsforschung in der Steiermark","Verein für sozialdemokratische Geschichtsforschung in der Steiermark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:538595a9f8c1ddbb634d35cce84fa6b90b9ed5d3","Organization;LegalEntity;Thing","Arbeitsgemeinschaft der NÖ Tierzuchtverbände","Arbeitsgemeinschaft der NÖ Tierzuchtverbände","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:538ae6964a8f9c6bb2a9ad9c2c3dabc2b9453aa5","Organization;LegalEntity;Thing","Verein Dialogforum Flughafen Wien","Verein Dialogforum Flughafen Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.dialogforum.at/","",""
"entity:539e092c29950016db4640f4ee1de03e376f16d1","Organization;LegalEntity;Thing","Verein zur Förderung pädiatrischer und allergologischer Fort-und Weiterbildung","Verein zur Förderung pädiatrischer und allergologischer Fort-und Weiterbildung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:53bd317c6105e1724d7bb2d58894a16b18d6cf8a","Organization;LegalEntity;Thing","""Weisser Ring"", gemeinnützige Gesellschaft zur Unterstützung von Kriminalitätsopfern und Verhütung von Straftaten","""Weisser Ring"", gemeinnützige Gesellschaft zur Unterstützung von Kriminalitätsopfern und Verhütung von Straftaten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.weisser-ring.at/","",""
"entity:53db67cc082eea778fb9bf6a2e7e3b8c212a43be","Organization;LegalEntity;Thing","Landleben Bezirk Gmunden - Verein zur Förderung des ländlichen Raums, kurz: Landleben Bezirk Gmunden","Landleben Bezirk Gmunden - Verein zur Förderung des ländlichen Raums, kurz: Landleben Bezirk Gmunden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:540f364f69275d64524b34d8464f34fd3910719c","Organization;LegalEntity;Thing","THE RED RUNNERS","THE RED RUNNERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5416a7c965bb01ebeed3cfed9f36e536ecdfc7b9","Organization;LegalEntity;Thing","GO-MOBIL® Grafenstein-Gallizien","GO-MOBIL® Grafenstein-Gallizien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:545fd8b0bff493416b5ec49803166029ecfd2000","Organization;LegalEntity;Thing","Verein zur Förderung der Schulen in Pinkafeld","Verein zur Förderung der Schulen in Pinkafeld","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:548c3a9af2105f00020656dfd3f1a7963dadee3a","Organization;LegalEntity;Thing","Österreichische AIDS Gesellschaft","Österreichische AIDS Gesellschaft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.aidsgesellschaft.info/","",""
"entity:54f5ff19e7ac65ef35ad1dbea5cf5310667213d1","Organization;LegalEntity;Thing","Förderverein für fortschrittliche Jugend- & Bildungspolitik","Förderverein für fortschrittliche Jugend- & Bildungspolitik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5510f28097573f1da5054520919a26f3186a3d12","Organization;LegalEntity;Thing","Regionalverband Industrieviertel","Regionalverband Industrieviertel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.industrieviertel.at/","",""
"entity:552d0fc64812b02b36d402cb491e8761402813e5","Organization;LegalEntity;Thing","1. SC Pfaffstätten","1. SC Pfaffstätten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://vereine.fussballoesterreich.at/SCPfaffstaetten/News/","",""
"entity:554f4106c8c412e2aa29a1742877e3d54de5b2b9","Organization;LegalEntity;Thing","Österreichische Gesellschaft für Versicherungsfachwissen","Österreichische Gesellschaft für Versicherungsfachwissen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.gvfw.at/","",""
"entity:556bb47150a1722d4a25c86f8e0e8f5f4d354a86","Organization;LegalEntity;Thing","Verein zur Förderung der öffentlich Bediensteten in Oberösterreich","Verein zur Förderung der öffentlich Bediensteten in Oberösterreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:5571c0ef3b16ce0018e25378088c251f93dee46f","Organization;LegalEntity;Thing","Sportverein Lackenbach (SV Lackenbach)","Sportverein Lackenbach (SV Lackenbach)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"entity:55cc941b8221762152c5aa0252dc4f7d86ed1589","Organization;LegalEntity;Thing","BGLD HILFSWERK SOZIALSTATION MATTERSBURG","BGLD HILFSWERK SOZIALSTATION MATTERSBURG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
